timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764253563781,1622,Birds Page,200,,Thread Group 1 1-93,text,true,,4269,179,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=BIRDS,1344,0,0
1764253565402,290,SignIn page,200,,Thread Group 1 1-93,text,true,,4652,160,5,5,https://petstore.octoperf.com/actions/Account.action?signonForm=,290,0,0
1764253564596,1119,Home,200,,Thread Group 1 1-96,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,1119,0,838
1764253565692,289,SignUp Page,200,,Thread Group 1 1-93,text,true,,6575,164,5,5,https://petstore.octoperf.com/actions/Account.action?newAccountForm=,286,0,0
1764253565715,274,Fish Page,200,,Thread Group 1 1-96,text,true,,4619,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,274,0,0
1764253565990,264,Dog page,200,,Thread Group 1 1-96,text,true,,4991,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=DOGS,264,0,0
1764253565981,276,Cart Page,200,,Thread Group 1 1-93,text,true,,4797,155,5,5,https://petstore.octoperf.com/actions/Cart.action?viewCart=,275,0,0
1764253566255,263,Reptiles Page,200,,Thread Group 1 1-96,text,true,,4271,182,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=REPTILES,263,0,0
1764253566519,272,Cats Page,200,,Thread Group 1 1-96,text,true,,4265,178,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=CATS,272,0,0
1764253563585,3224,Home,200,,Thread Group 1 1-95,text,true,,5664,148,5,5,https://petstore.octoperf.com/actions/Catalog.action,2940,0,2661
